x,y,z,avg,diff,localdata
0.237257,-0.815205,2.78062,142.303,-17.6195,9.10452,0
0.0501457,-0.998274,2.51866,120.874,-21.429,10.8726,0
0.112416,-0.896935,2.07214,99.7076,-21.166,12.8894,0
0.0164658,-0.896635,1.72905,80.89,-18.8176,14.579,0
0.263602,-1.09437,1.70466,64.9087,-15.9812,15.5889,0
0.32228,-1.35079,1.35947,52.6216,-12.2871,14.515,0
0.628094,-0.999172,1.30484,42.3225,-10.2991,13.3253,0
0.420775,-1.02178,1.36037,33.6989,-8.6236,13.2248,0
0.434846,-1.02926,1.47473,25.717,-7.98184,15.9355,0
0.562381,-0.700693,1.97664,19.1412,-6.57584,19.7623,0
0.742456,-0.616718,2.72448,13.9909,-5.15032,22.3801,0
0.965792,-0.255818,6.1085,12.4747,-1.51614,22.0558,0
1.06638,0.302671,8.92265,14.8793,2.40457,17.3713,22.3801
1.60631,0.943338,12.058,22.2826,7.40332,9.92216,0
1.85285,2.09085,14.7208,35.1345,12.8519,4.44012,0
1.46635,2.90067,16.3508,51.6094,16.4748,-1.16127,0
0.151934,4.14009,18.3872,73.2843,21.6749,-4.34737,0
-1.17506,4.31104,19.2464,97.2246,23.9404,-7.22231,0
-2.62105,4.33199,19.2495,121.666,24.4418,-9.34445,0
-3.27249,4.19533,19.1293,146.069,24.403,-10.5589,0
-4.42061,4.10521,16.8813,165.894,19.825,-10.8466,0
-4.64574,3.09257,15.1066,181.868,15.9737,-9.48932,0
-4.29487,2.75772,14.1626,195.839,13.971,-7.74232,0
-3.30677,2.87342,14.018,209.128,13.2891,-7.81851,0
-2.32586,2.87238,12.7665,219.954,10.8263,-10.8998,0
-0.667911,2.80562,11.6679,228.688,8.73399,-15.5653,0
-0.24534,3.65824,13.8125,240.931,12.2422,-19.5299,0
-0.0968486,5.65225,15.9887,256.511,15.5803,-20.4454,0
-0.173789,6.9719,16.6093,271.74,15.229,-17.2369,0
-0.00748444,7.84758,16.6596,283.631,11.8913,-11.5711,0
0.400118,7.64086,15.2385,287.772,4.14035,-7.63608,0
1.06399,6.43587,12.2876,282.498,-5.27335,-4.23482,0
1.43641,4.99347,9.8076,267.994,-14.504,-2.52695,0
1.30948,3.58729,8.029,248.535,-19.4588,-1.47626,0
0.918939,2.4537,6.91263,227.19,-21.3457,-1.27834,0
0.328866,1.75001,5.4572,204.609,-22.5806,-1.61589,0
-0.263901,1.08105,3.91496,185.559,-19.0505,-2.52117,0
-0.263302,0.648152,4.14264,170.452,-15.1066,-3.01915,0
-0.430954,0.189506,3.54897,157.089,-13.3634,-3.50829,0
-0.541873,0.271535,2.99916,144.193,-12.8959,-3.22944,0
-0.542622,0.453707,2.50504,133.576,-10.6168,-3.06402,0
-0.57705,0.511636,2.53169,124.985,-8.59088,-2.41258,0
-0.505499,0.707728,2.34802,112.613,-12.3725,-0.83886,0
-0.650697,0.600851,2.19758,94.9888,-17.6239,-0.251564,0
-0.597108,0.133522,1.82515,74.9387,-20.0501,0.310318,0
-0.962349,-0.216899,2.76475,54.2819,-20.6569,0.966728,0
-1.02013,0.0850232,3.92828,37.1397,-17.1421,0.901299,0
-1.20978,0.423769,4.97326,26.6921,-10.4476,1.77798,0
-1.49165,0.368384,5.08597,20.7571,-5.93495,2.55421,0
-1.69597,0.518522,4.257,17.1458,-3.61132,3.65026,0
-1.60227,0.450114,3.47038,14.6561,-2.48975,4.3058,0
-0.978665,0.636177,3.34375,13.3805,-1.27554,5.42935,0
-0.631686,0.89424,3.49059,13.1816,-0.198894,6.04285,0
-0.600551,1.82426,3.86721,13.2437,0.0620632,7.38921,0
-0.472268,2.38529,5.09945,14.4374,1.19376,7.58603,0
-0.659828,3.37653,6.91712,17.5825,3.14503,6.33557,0
-0.808319,4.26733,8.24605,22.5878,5.00533,5.58388,0
-0.810864,4.7836,9.15227,28.8566,6.26876,4.93797,0
-1.33133,4.91069,10.8153,37.3934,8.53679,5.3618,0
-1.79611,5.35736,12.5283,48.8479,11.4546,6.95428,0
-2.2841,5.58219,14.7231,64.438,15.5901,10.7907,0
-2.66132,5.04211,16.0005,81.9321,17.4941,11.1229,0
-2.1154,4.4495,16.7755,100.008,18.0756,9.61365,0
-1.47533,3.29121,16.1553,115.484,15.4766,6.82587,11.1229
-1.17057,2.90456,15.5483,129.442,13.9581,3.67453,0
-0.421224,2.75547,14.1808,141.167,11.7248,1.63158,0
0.241298,2.90995,13.8146,152.702,11.5348,1.08342,0
1.14901,3.75764,15.0359,167.013,14.311,-0.48381,0
1.99071,4.24188,16.7095,184.999,17.9862,-0.78331,0
2.9327,4.12018,18.3734,206.531,21.5322,-1.37907,0
3.06218,4.00492,19.1684,229.089,22.5579,-1.84502,0
2.65967,3.87709,19.5125,250.537,21.4476,-1.31021,0
2.10986,2.60907,18.3716,266.906,16.3696,-0.367889,0
1.75555,1.70989,16.3152,277.212,10.3054,-0.346069,0
0.887804,0.806074,12.8875,278.753,1.54163,-1.93469,0
0.578996,0.650397,10.7813,274.26,-4.49323,-4.77582,0
0.244442,-0.0835263,8.4652,262.921,-11.3388,-10.1441,0
0.504152,-0.117206,7.53264,248.452,-14.4696,-11.4152,0
0.595761,0.0122745,7.2144,232.621,-15.8304,-10.85,0
0.690215,0.299976,7.02998,218.62,-14.001,-8.86369,0
0.782722,0.390538,6.97624,205.988,-12.6327,-7.20324,0
0.817151,0.586181,6.22121,195.416,-10.5718,-6.38995,0
0.975671,0.552202,5.96495,185.258,-10.1583,-6.83472,0
0.892594,0.266895,5.121,171.856,-13.4017,-6.67236,0
0.991987,0.38485,4.79169,154.539,-17.3169,-6.84238,0
0.697699,0.330064,4.22841,132.996,-21.5427,-7.67218,0
0.557291,0.0393681,3.85179,109.39,-23.6059,-7.49304,0
0.387394,0.116308,3.51634,84.9957,-24.3948,-6.85804,0
0.237706,-0.256566,3.41036,63.9319,-21.0638,-7.11116,0
-0.078886,-0.353265,3.01413,47.4959,-16.4359,-6.62711,0
-0.0547861,-0.305964,2.83256,37.5332,-9.96277,-6.1101,0
-0.315843,-0.245789,2.7188,30.693,-6.84021,-4.89374,0
-0.349523,-0.202229,2.52001,26.6172,-4.0758,-3.52863,0
-0.159718,-0.135618,2.46148,23.4356,-3.18161,-2.46712,0
-0.499212,-0.0809816,3.25214,20.8374,-2.59815,-0.80493,0
-0.596659,0.252675,4.52913,19.0215,-1.81588,4.00543e-05,0
-0.521515,0.584085,7.18536,19.1971,0.175587,1.8782,0
-0.423469,0.801583,9.16574,22.017,2.81986,3.21931,0
-0.836161,1.16413,12.2671,29.2482,7.23123,5.09985,0
-1.10665,1.77007,14.7842,41.488,12.2398,6.46548,0
-1.62442,2.28185,16.5496,57.5906,16.1026,8.41477,0
-2.83735,2.60848,18.3598,78.4319,20.8413,10.1931,0
-3.63729,2.61282,18.4431,99.998,21.5661,11.8297,0
-4.02902,3.0797,16.6366,118.121,18.1228,13.1262,0
-3.71797,2.53573,15.0847,132.874,14.7531,13.9457,0
-2.97491,2.63542,13.0157,143.873,10.9993,13.5921,0
-2.0181,2.2615,11.4129,152.081,8.20755,12.7472,0
-0.961451,2.15821,9.63187,157.756,5.6752,11.2819,0
-0.297581,2.15986,8.65515,162.328,4.57196,11.9164,0
-0.101489,2.63078,8.77984,167.198,4.86964,15.111,0
0.550555,2.89348,10.2757,173.662,6.46455,17.4194,0
0.374222,3.51185,13.4923,184.511,10.849,17.8176,0
0.43275,3.87799,16.9781,200.214,15.7026,13.9595,0
0.0354762,3.64327,18.4202,216.948,16.7342,8.48279,17.8176
-0.281714,3.50346,18.2116,228.915,11.9674,2.18114,0
-0.311353,3.34435,17.0948,233.952,5.03645,-1.26666,0
-0.0589774,2.5974,14.9877,230.805,-3.14702,-4.94897,0
-0.0344284,2.29623,12.8972,219.534,-11.2703,-7.00659,0
0.0956511,1.9491,11.287,205.222,-14.3127,-8.43549,0
-0.451012,1.16757,9.34207,191.868,-13.3532,-9.31383,0
-0.583636,0.570464,8.40742,180.84,-11.0282,-9.51768,0
-1.11443,0.278421,7.39028,172.761,-8.07932,-8.82698,0
-0.911006,0.0326321,7.0918,167.241,-5.51976,-7.70387,0
-0.940345,0.10089,7.15961,164.354,-2.88754,-6.24449,0
-1.03405,0.265248,6.62522,162.189,-2.16449,-6.98975,0
-0.821192,0.653541,6.22017,159.425,-2.76407,-11.1123,0
-1.00067,0.464933,5.5283,154.27,-5.15533,-14.5373,0
-0.806822,0.486488,5.12235,143.808,-10.4619,-15.9128,0
-0.677491,0.336949,4.36403,126.066,-17.7416,-13.7651,0
-0.35117,0.308508,3.656,104.879,-21.1872,-9.79786,0
-0.344733,0.238304,3.01473,83.9571,-20.9219,-5.6838,0
-0.211061,0.434995,2.667,65.4467,-18.5103,-3.39258,0
0.0079335,0.495769,2.30476,51.3327,-14.114,-1.88039,0
-0.211959,0.10089,2.52884,41.0101,-10.3226,-1.53059,0
-0.0609233,0.127684,3.07446,33.4019,-7.60823,-1.80713,0
-0.221689,0.20208,3.59208,28.6614,-4.7405,-2.44967,0
-0.0871188,0.49996,3.86317,25.1508,-3.51057,-3.1357,0
-0.37976,0.309556,4.67134,23.0337,-2.11715,-3.74541,0
-0.446971,0.0212558,5.29344,21.6022,-1.43149,-3.80425,0
-0.155527,0.0508942,6.09413,20.6654,-0.936831,-3.77993,0
-0.0775388,-0.0961002,7.17817,21.0721,0.406763,-3.72688,0
-0.0288899,0.181123,8.62566,23.2374,2.16524,-3.18491,0
0.0722997,0.24534,9.88589,27.3634,4.12604,-2.74433,0
-0.0865201,0.777333,11.3889,33.813,6.44957,-2.01426,0
-0.403411,1.21038,12.5355,42.5099,8.69688,-1.28931,0
-0.372875,1.63879,13.5838,53.3698,10.86,-0.32169,0
-0.816702,2.29293,14.4042,66.1287,12.7589,0.49567,0
-1.09078,3.03254,14.7903,79.9908,13.862,1.23234,0
-1.35289,3.52472,14.49,93.6568,13.6661,2.03894,0
-1.54763,3.65285,13.9472,106.395,12.7384,3.29405,0
-1.70705,3.74042,12.5632,116.724,10.3292,4.4076,0
-1.56185,3.38311,11.6112,125.206,8.482,5.59832,0
-1.43911,3.1237,10.9547,132.497,7.29073,7.12524,0
-0.768951,3.77829,12.4445,141.727,9.22946,7.75489,0
-0.21136,4.42779,15.1169,155.473,13.7469,7.82187,0
-0.449964,5.43385,16.7045,172.449,16.9753,7.2195,0
-0.641716,5.79849,17.5089,190.515,18.066,6.01448,0
-1.659,6.49694,16.9397,206.607,16.0924,6.41554,0
-1.95523,6.51415,15.9868,219.36,12.7523,9.06721,0
-1.61634,5.86136,13.6485,225.168,5.80811,11.7735,0
-1.16637,5.17115,12.1237,226.188,1.01993,13.2334,0
-0.68752,4.35669,10.4903,222.572,-3.61523,11.8914,0
-0.243993,4.06525,9.7118,216.166,-6.40637,9.06564,13.2334
-0.292492,3.70345,9.02862,207.802,-8.36386,6.80624,0
-0.275278,3.4632,8.71967,199.295,-8.50703,4.19275,0
0.131876,3.08014,8.61294,191.384,-7.91104,2.42648,0
0.595761,2.69694,8.44693,185.399,-5.98502,1.60925,0
0.445174,2.28799,8.30368,180.754,-4.64503,0.898209,0
0.444575,1.64119,7.81121,176.509,-4.24545,-0.808304,0
0.4811,1.33193,7.74549,169.775,-6.73343,-1.16005,0
0.278571,0.975671,7.61556,157.954,-11.8215,-1.59393,0
0.411195,0.529299,7.3816,142.089,-15.8645,-1.19688,0
0.686023,0.0227527,7.04405,123.932,-18.1567,-1.30815,0
0.483644,-0.419877,6.92535,106.211,-17.7215,-2.21555,0
0.530347,-0.470472,6.65531,90.1459,-16.0649,-6.14035,0
0.609832,-0.765209,5.97198,78.4817,-11.6642,-9.71887,0
0.41359,-0.978665,5.53639,69.5251,-8.95662,-12.1346,0
0.382904,-1.03809,4.56581,62.8108,-6.71436,-11.9592,0
0.278271,-1.1547,4.1103,57.0233,-5.78747,-9.91247,0
0.0133223,-1.05261,3.87005,52.0713,-4.95198,-8.79975,0
0.175285,-1.00067,3.8934,47.5768,-4.49446,3.4088e-41,0
0.268691,-0.813259,4.07063,43.4279,-4.14898,-6.70045,0
-0.00434097,-0.520767,4.92596,40.0252,-3.40268,-6.92422,0
-0.20178,-0.22139,5.42352,37.2202,-2.80499,-7.36874,0
-0.103285,0.190254,6.94092,36.24,-0.980183,-7.17959,0
-0.131127,0.0953517,8.02781,36.3946,0.154613,-7.22865,0
-0.362396,0.499511,9.56601,38.4486,2.05394,-7.20044,0
-0.704285,1.16742,11.1957,42.9651,4.51654,-7.27114,0
-0.87059,2.09908,13.9627,52.342,9.37689,-5.93405,0
-0.850232,2.82597,16.1805,66.2261,13.8841,-5.24167,0
-1.12446,3.76662,17.8266,84.2538,18.0277,-3.86773,0
-1.25334,4.13276,18.2939,104.047,19.7935,-2.98028,0
-1.17745,3.92589,18.4315,124.343,20.2961,-1.98006,0
-0.933309,3.31216,17.7778,143.457,19.1138,-0.861834,0
-0.943488,3.13987,17.0704,161.197,17.74,0.581314,0
-0.91385,2.73631,15.9432,176.599,15.4014,1.901,0
-1.33822,2.39517,16.274,192.61,16.0113,3.23932,0
-1.74253,2.02035,16.4183,208.821,16.211,4.7029,0
-2.48798,1.79447,15.8143,223.506,14.6854,5.66857,0
-2.62135,1.2487,13.645,233.826,10.3196,7.77795,0
-2.47271,0.714015,11.7323,239.829,6.00299,8.61366,0
-1.83593,0.588127,9.97975,242.256,2.42749,9.46493,0
-1.32699,0.526455,7.47995,240.137,-2.11885,10.5761,0
-0.993933,0.63977,6.34336,234.789,-5.34792,10.4699,0
-0.892444,0.42781,5.42217,224.181,-10.6088,10.8003,0
-0.991089,0.263153,5.39269,209.157,-15.024,10.6669,0
-1.21487,0.034129,5.65793,190.422,-18.7343,9.87909,0
-1.39929,0.0902623,5.94115,170.669,-19.7534,10.3407,0
-0.988694,-0.186662,6.23154,150.877,-19.7921,13.1933,0
-1.02986,-0.0790356,6.38467,132.998,-17.8788,15.1276,0
-1.04034,-0.0892145,5.96165,116.403,-16.5946,16.8065,0
-0.817151,-0.319735,5.91211,102.229,-14.1741,15.2971,0
-0.484393,0.0718506,5.61093,87.1889,-15.0405,8.52661,16.8065
-0.587379,0.0920586,5.13477,71.5664,-15.6225,3.43358,0
-0.583487,0.2886,4.84183,56.8392,-14.7272,-0.603058,0
-0.510289,0.553399,4.38543,45.913,-10.9262,-4.50117,0
-0.659528,0.544268,4.30415,38.0996,-7.81339,-6.04985,0
-0.81251,0.909359,4.17572,32.8254,-5.27426,-7.06212,0
-0.503553,0.822989,4.2299,30.3776,-2.44779,-7.87218,0
-0.642015,0.939297,4.2561,28.9884,-1.38916,-7.0011,0
-0.547262,0.811463,4.21643,28.2607,-0.727699,-6.8933,0
-0.465532,0.859213,4.04279,27.4586,-0.80209,-5.65936,0
-0.139211,1.05935,5.05798,27.0358,-0.422783,-4.39984,0
-0.0511935,1.26203,5.80792,26.9148,-0.121002,-4.94466,0
-0.0856219,1.78968,7.63158,28.2653,1.35043,-8.46721,0
0.209415,2.09549,9.41213,31.4648,3.19951,-11.2154,0
0.457299,2.32467,11.7583,38.1673,6.70252,-15.0023,0
0.587079,2.2579,13.0449,46.9104,8.74311,-15.0273,0
0.375868,2.49771,12.9859,55.8662,8.95576,-10.2756,0
0.213456,2.64859,13.1488,65.4432,9.57702,-6.76847,0
-0.00464035,2.47495,13.5822,75.864,10.4208,-4.10577,0
0.0669109,3.10978,13.658,86.8902,11.0262,-2.45979,0
-0.12978,3.45512,13.6206,98.0289,11.1387,-1.73056,0
-0.461341,3.93127,13.4426,109.119,11.0905,-1.78675,0
-0.932411,3.5361,12.9377,119.24,10.121,-2.00354,0
-0.866099,2.84498,11.6587,127.075,7.83498,-2.88357,0
-0.800535,3.08389,11.3052,134.527,7.45146,-3.53558,0
-0.821192,3.04332,10.8286,141.395,6.86852,-4.82962,0
-0.435145,3.09526,11.7613,148.981,7.58589,-5.37809,0
0.0471519,3.14062,13.8556,159.389,10.4073,-5.45248,0
0.338147,4.07797,16.5819,173.779,14.3908,-4.90914,0
-0.0613724,4.25445,17.5763,188.405,14.6255,-4.15557,0
-0.537682,3.91017,16.8719,198.178,9.7729,-2.69459,0
-0.856369,3.29869,15.7019,203.337,5.15947,-1.45835,0
-0.662522,2.692,13.7666,204.724,1.38686,-0.113697,0
-0.481549,2.73706,12.6924,204.028,-0.695694,1.06924,0
-0.400118,2.81879,11.1916,200.451,-3.57764,2.64605,0
-0.398471,2.75158,10.1763,195.143,-5.30817,3.72592,0
-0.189955,2.51627,9.08236,188.354,-6.7887,5.13838,0
0.271236,2.44082,8.17181,180.631,-7.72267,5.98634,0
0.498913,2.22243,7.83306,173.493,-7.13835,7.47806,0
0.821192,2.28979,7.11216,167.976,-5.51675,8.52464,0
0.818947,2.12723,6.76937,162.542,-5.43372,9.70038,0
0.709075,2.05313,6.15789,157.258,-5.28485,10.2695,0
0.600851,1.80674,5.56632,150.164,-7.09312,9.68755,0
0.892594,1.7093,4.9306,139.301,-10.8634,8.5435,0
1.0824,1.58446,4.52928,122.582,-16.7192,7.96184,0
1.12985,1.35932,3.91301,103.295,-19.2872,8.79967,0
1.00291,1.2996,3.59208,85.5046,-17.79,12.0043,0
0.829425,1.32684,3.10859,70.1263,-15.3783,15.7514,0
0.776286,1.28942,3.11427,58.5487,-11.5775,16.8778,0
0.558938,0.75024,3.06293,48.6385,-9.91023,13.584,0
0.658331,0.766107,3.34435,41.0664,-7.57208,8.74339,16.8778
0.325423,0.573457,3.71003,34.9985,-6.06798,5.40115,0
0.512085,0.656834,4.61041,30.8167,-4.18171,1.39409,0
0.176782,0.493075,5.07984,27.8961,-2.92066,-0.271378,0
0.258063,0.756527,6.60022,26.4996,-1.39644,-1.92082,0
0.169298,1.1062,7.50689,26.5687,0.069088,-3.16487,0
-0.127235,0.943937,8.55696,28.013,1.44428,-4.05103,0
-0.547262,1.17296,10.0633,31.7822,3.76919,-4.88919,0
-0.725691,1.21787,10.9671,37.2621,5.47985,-4.53123,0
-1.78324,1.06518,11.7098,44.3499,7.08787,-4.13864,0
-2.68991,1.13329,12.1245,52.5578,8.20792,-4.06081,0
-3.51215,1.33433,12.5888,62.1927,9.63488,-6.24345,0
-3.76737,1.21457,12.4619,71.9033,9.71056,-10.0623,0
-4.351,1.48416,11.983,81.4417,9.53845,-15.4446,0
-3.78668,1.37639,11.8555,90.4931,9.05139,-17.506,0
-2.87911,1.71738,12.3312,100.058,9.56503,-15.3795,0
-2.20941,2.7631,12.9551,110.567,10.5091,-12.086,0
-2.02574,3.42623,12.8895,121.054,10.4865,-9.83297,0
-1.45408,3.74072,12.6779,130.734,9.68041,-7.25082,0
-0.376168,3.3918,12.7217,139.947,9.21309,-6.43874,0
0.163759,3.07042,14.4953,150.908,10.9603,-6.33533,0
0.266147,2.98674,17.2263,166.416,15.5083,-6.12134,0
0.421374,2.54216,19.1864,185.205,18.7892,-6.22017,0
0.146695,1.74118,19.5435,202.834,17.6286,-5.95532,0
0.0137714,1.47623,19.5492,219.213,16.379,-5.59689,0
-0.3127,0.872685,17.6531,229.904,10.691,-4.93726,0
-0.177231,1.0083,16.2519,236.757,6.85298,-4.33146,0
-0.276475,1.10066,13.8585,238.054,1.29697,-3.33403,0
-0.418679,0.765059,12.486,237.159,-0.89415,-2.86576,0
-0.573607,0.485141,11.0639,234.55,-2.6095,-1.5192,0
-1.07087,-0.17289,10.0973,231.196,-3.35344,-0.660187,0
-1.35393,-0.461041,9.14957,226.35,-4.84605,0.581558,0
-1.57787,-0.756078,8.28452,219.559,-6.79103,1.65162,0
-1.21832,-1.18254,7.51782,211.898,-7.66142,2.88216,0
-1.15021,-1.02163,6.17945,203.38,-8.51775,4.05038,0
-1.25873,-1.10021,5.3159,194.478,-8.90219,5.35139,0
-1.17356,-0.867296,3.85044,181.815,-12.6632,6.98111,0
-1.15021,-0.813558,2.92267,163.364,-18.4507,8.82145,0
-0.968486,-0.888403,2.35535,140.397,-22.9676,9.77276,0
-0.92792,-0.681233,1.71843,116.601,-23.7952,11.0238,0
-0.743204,-0.850082,1.54943,92.8091,-23.7922,11.1154,0
-0.732577,-1.05995,1.1803,73.4693,-19.3399,11.6985,0
-0.585882,-1.02237,0.933309,57.0373,-16.432,11.2656,0
-0.482297,-0.736918,0.953966,45.0586,-11.9787,10.8639,0
-0.449665,-0.910706,0.933609,35.3863,-9.67233,10.8339,0
-0.428708,-0.897234,0.678838,27.7909,-7.59534,12.6016,0
-0.232167,-1.19766,0.91864,21.491,-6.29994,16.6721,0
-0.388592,-1.21802,1.40498,16.3565,-5.13449,18.9426,0
-0.262554,-1.07911,2.23365,12.2645,-4.092,19.7278,0
-0.441582,-1.21248,3.85853,9.58656,-2.67793,14.7106,0
0.0682581,-0.898282,6.16119,9.47528,-0.111281,9.66483,19.7278
0.375719,-0.344134,9.96553,13.7576,4.28236,3.41345,0
0.374671,0.0470023,11.3238,20.7211,6.96348,-0.0727386,0
0.299527,0.722997,13.1882,30.972,10.2508,-3.60594,0
0.0378712,1.67008,16.6888,48.0989,17.127,-5.56819,0
-0.0214055,2.14384,17.7941,67.9082,19.8093,-6.95201,0
-0.0305365,3.10754,18.3204,89.2594,21.3512,-7.18544,0
0.0829276,3.23792,18.4026,110.89,21.6308,-7.46791,0
0.22139,3.14286,15.9146,127.199,16.3089,-6.99631,0
-0.169897,3.3427,15.391,142.599,15.4,-6.4115,0
-0.512684,4.16464,14.1049,156.015,13.4157,-7.12828,0
-0.911155,4.33603,13.2135,168.063,12.0486,-9.19682,0
-1.06728,4.72657,13.3335,180.496,12.4331,-14.3557,0
-0.607886,4.33603,15.317,196.132,15.6359,-17.6735,0
-0.509241,4.58033,16.3526,213.784,17.6514,-19.7195,0
-1.18613,4.73585,16.439,231.129,17.3451,-16.1345,0
-1.26697,4.60532,16.1851,246.504,15.375,-12.4054,0
-0.993334,4.65951,15.2123,256.163,9.65872,-7.40413,0
-0.729134,4.7845,14.2923,262.37,6.20758,-5.66238,0
-0.347128,4.38812,12.9877,263.215,0.844818,-3.93857,0
0.0553848,4.27541,11.3644,254.848,-8.3672,-2.8808,0
0.450264,3.80988,10.5261,242.616,-12.2318,-2.50615,0
0.513582,3.3177,9.51556,227.399,-15.2174,-2.64764,0
0.656385,3.41739,9.07114,211.477,-15.922,-2.71502,0
0.65863,3.03284,8.20144,199.833,-11.6441,-2.8098,0
0.755479,2.62808,8.08603,188.881,-10.9515,-2.99165,0
0.59651,2.05268,7.46797,179.118,-9.76341,-2.35055,0
0.449515,1.55512,6.96636,170.175,-8.94229,-2.13485,0
0.393232,1.34091,6.45084,160.319,-9.85603,-1.11328,0
0.407752,0.898731,5.83142,146.644,-13.6752,-0.253365,0
0.425715,0.730032,5.33835,130.429,-16.2146,0.934746,0
0.295336,0.363145,4.38468,113.265,-17.1644,1.785,0
0.104333,0.122595,4.14279,96.5412,-16.7239,2.09904,0
-0.0419128,0.0320334,3.5361,81.4409,-15.1003,2.68107,0
0.215701,-0.198038,3.16846,67.843,-13.598,3.68489,0
-0.0992436,-0.294587,3.32563,56.7866,-11.0563,4.69462,0
-0.083676,-0.367935,3.47907,48.3376,-8.44905,5.50555,0
-0.269889,-0.571212,3.81078,41.4254,-6.91224,6.76629,0
-0.450563,-0.872985,4.23679,36.244,-5.18134,8.18703,0
-0.441731,-0.671803,4.64978,31.736,-4.508,8.28107,0
-0.497266,-0.619562,4.70561,28.3534,-3.38261,8.41623,0
-0.603096,-0.756976,4.98553,25.4116,-2.94183,7.57156,0
-0.435894,-0.789159,5.3876,23.5053,-1.90631,6.48505,0
-0.337847,-0.607886,5.89624,22.5114,-0.993835,5.58972,0
-0.195793,-0.279169,7.13461,22.9773,0.465816,6.17971,0
-0.294438,-0.117805,8.25833,25.0598,2.08257,8.09373,0
-0.539778,0.532592,9.52694,28.9427,3.88284,11.2652,0
-1.20919,1.11728,10.9574,35.4008,6.45811,11.4509,0
-1.92155,1.62816,12.3993,44.3319,8.93111,9.21768,0
-2.51791,2.23231,13.197,55.143,10.8111,6.62463,11.4509
-3.26127,2.7417,13.5413,67.1051,11.9621,3.72061,0
-3.81377,2.60384,13.7594,79.5732,12.4681,1.75122,0
-3.80703,2.39337,13.6705,91.7518,12.1786,-0.0156555,0
-3.33372,2.04385,14.0577,104.126,12.3743,-1.83197,0
-2.91833,1.99326,14.1206,116.186,12.0603,-3.28845,0
-2.36598,1.90943,13.5367,126.825,10.6386,-3.52454,0
-2.05238,2.01945,12.6475,135.917,9.09224,-3.89676,0
-1.19077,1.78369,12.4385,144.263,8.34526,-3.80969,0
-0.652194,1.91691,13.7019,154.388,10.1252,-3.22896,0
-0.0446072,2.27123,15.5534,167.626,13.2387,-3.44168,0
0.286654,2.25536,17.0968,183.03,15.4032,-5.42517,0
0.463137,2.3579,16.8993,196.971,13.9412,-8.73766,0
0.445324,2.60773,16.5051,208.726,11.755,-13.3764,0
0.530647,2.89663,16.0677,217.73,9.00438,-14.2892,0
0.700094,2.77238,14.7963,221.919,4.18874,-12.8378,0
0.671354,2.81834,13.1356,221.635,-0.284088,-10.9391,0
0.369132,2.59455,11.5175,217.76,-3.87491,-9.04086,0
0.533491,2.11121,10.0796,211.241,-6.51909,-8.04732,0
0.487386,1.65032,9.48428,204.104,-7.13693,-7.29117,0
0.405656,1.55586,7.89788,194.857,-9.2468,-6.98326,0
0.36539,1.38163,6.87011,184.692,-10.165,-6.75296,0
0.0797841,1.09632,5.91091,174.921,-9.7711,-6.92576,0
0.0299377,0.960553,5.16157,166.128,-8.79277,-6.70292,0
-0.178728,0.571661,4.34217,157.372,-8.75647,-5.84035,0
-0.250729,0.798739,3.89146,146.372,-10.9999,-5.26482,0
-0.440983,0.712518,3.38701,131.691,-14.6809,-3.78971,0
-0.492775,0.43769,2.76595,113.604,-18.0866,-2.22131,0
-0.478106,0.304617,2.54156,95.8183,-17.7861,-0.250664,0
-0.352667,0.107027,2.15507,78.6534,-17.1649,1.69033,0
-0.538281,-0.0160167,1.96736,62.2357,-16.4177,4.00914,0
-0.215701,0.212708,2.17782,48.3437,-13.892,6.57397,0
-0.297581,0.0746947,2.25641,37.3592,-10.9846,9.33583,0
-0.0261955,-0.0477507,2.3805,28.9935,-8.36569,11.2931,0
-0.164059,-0.147892,2.74095,22.8198,-6.17365,12.6932,0
-0.0199086,0.137714,3.2219,17.6628,-5.15704,14.1138,0
0.0124242,0.215402,4.05267,14.6321,-3.03069,15.532,0
-0.209564,0.345931,4.78974,12.9986,-1.63348,16.0501,0
-0.118853,0.781824,6.91592,13.7679,0.769261,17.1995,0
-0.275876,1.19766,8.64377,16.8091,3.04125,17.1491,0
-0.459395,1.47264,11.0285,23.3587,6.5496,16.5464,17.1995
-0.84634,2.1175,12.5297,32.5055,9.14681,14.7476,0
-1.6102,2.62015,14.4974,45.4716,12.9661,11.7667,0
-2.25192,2.70368,15.5772,60.9057,15.4341,8.97386,0
-2.79319,2.60653,16.0915,77.5777,16.672,8.99638,0
-2.91923,2.26015,15.5863,93.3142,15.7365,10.2883,0
-2.68437,2.18396,13.8859,105.854,12.5395,8.01668,0
-2.05852,1.41501,12.5475,115.782,9.92781,3.52275,0
-1.41246,1.78579,13.2877,126.817,11.0351,-1.94945,0
-0.800086,2.4266,14.6592,140.301,13.4844,-5.02634,0
-0.700843,3.24091,16.3716,157.268,16.9664,-7.49529,0
-0.175884,2.7173,18.2397,177.874,20.6064,-9.27985,0
-0.0419128,2.52764,18.5258,198.694,20.8203,-10.689,0
-0.545316,2.46298,17.808,217.468,18.774,-11.4354,0
-0.259111,1.62786,16.3257,231.267,13.7993,-12.7171,0
0.416434,1.40438,13.5913,238.183,6.91522,-12.9511,0
0.679736,1.34675,11.9984,239.572,1.38948,-12.9136,0
